Nationality,Name,FullName,Age,Height,Weight,Overall,PreferredFoot,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
Ecuador,J. Domínguez,Jeison Domínguez,26,164,60,64.0,0,2,2,76,33,50,55,59,58
Portugal,Hélder Sá,Hélder José Oliveira Sá,19,186,79,64.0,0,3,3,67,41,60,64,60,65
Poland,D. Warchoł,Damian Warchoł,26,183,72,64.0,1,2,2,66,62,56,63,34,63
Sweden,L. Kalludra,Liridon Kalludra,30,170,68,64.0,1,3,3,76,59,61,68,51,61
Portugal,Brian Araújo,Brian Rocha Araújo,22,188,80,64.0,1,3,1,59,63,58,69,22,63
Spain,Chuca,Víctor Moya Martínez,25,181,69,64.0,1,3,3,55,57,62,67,54,55
Canada,L. Koleosho,Luca Warrick Koleosho,17,175,65,64.0,1,3,3,85,53,52,72,28,50
Austria,M. Mustapha,Marlon Suliman Mustapha,21,185,82,64.0,1,3,2,76,66,54,61,24,75
Japan,H. Abe,Hiroki Abe,23,171,65,64.0,1,3,3,84,59,54,67,33,59
Georgia,T. Gaprindashvili,Tornike Gaprindashvili,24,171,64,64.0,0,3,2,84,65,57,66,40,62
Ecuador,S. González,Sebastián González,19,178,65,64.0,0,3,3,71,56,61,64,54,55
Argentina,J. Guasone,Juan Guasone,21,192,94,64.0,1,2,2,51,25,35,40,66,73
France,F. Magri,Frank Magri,22,178,70,64.0,1,3,2,75,67,49,64,21,59
Australia,S. Luštica,Steven Luštica,31,174,70,64.0,1,3,2,52,59,63,64,56,70
Italy,G. Beretta,Giacomo Beretta,30,185,80,64.0,1,4,2,70,62,50,59,24,76
Ghana,L. Coulibaly,Lasso Coulibaly,19,175,70,64.0,1,3,3,90,51,55,69,34,59
Argentina,D. Calcaterra,Diego Calcaterra,20,189,79,64.0,1,3,2,56,33,45,50,65,69
Sweden,J. Lindner,Joakim Lindner,31,193,88,64.0,1,2,2,62,42,56,53,64,71
France,L. Joseph,Lenny Joseph,21,183,73,64.0,1,2,2,77,66,52,61,19,52
Peru,P. Ibáñez,Pedro Ibáñez,21,174,67,64.0,1,3,3,70,34,54,47,61,59
Norway,M. Nakkim,Markus Nakkim,25,187,77,64.0,1,2,2,54,46,46,49,63,72
Mexico,R. Cisneros,Ronaldo Cisneros,25,181,74,64.0,1,2,2,68,61,51,67,29,65
Romania,C. Grameni,Constantin Grameni,19,178,72,64.0,0,3,2,74,60,60,63,60,66
Chile,T. Galdames,Thomas Galdames,23,180,72,64.0,0,3,2,65,49,55,52,63,70
England,L. Tomlin,Lee Tomlin,33,180,74,64.0,1,3,3,43,64,64,65,37,60
China PR,Li Shenglong,Shenglong Li,29,181,75,64.0,1,3,3,80,61,55,61,44,71
England,H. Dunk,Harrison Dunk,31,184,73,64.0,0,3,3,82,47,56,61,58,67
Paraguay,A. Marín,Antonio Marín,22,175,80,64.0,1,3,3,73,65,52,64,23,58
New Zealand,N. Tzanev,Nik Tzanev,25,195,90,64.0,1,1,1,64,65,59,65,46,64
Saudi Arabia,A. Al Zaqan,Ali Al Zaqan,31,176,75,64.0,1,4,3,84,65,56,65,30,62
Korea Republic,Park Dong Jin,Dong Jin Park,27,185,73,64.0,1,3,2,74,58,49,59,62,80
Italy,S. Edera,Simone Edera,25,174,72,64.0,0,3,3,57,63,62,67,33,34
England,G. Maris,George Maris,26,180,75,64.0,1,3,2,66,56,61,62,60,67
England,D. Wheeler,David Wheeler,31,180,76,64.0,1,3,3,78,60,61,64,57,66
Netherlands,A. Achahbar,Anass Achahbar,28,173,74,64.0,0,4,4,68,63,59,69,28,66
France,A. Barry,Abdourahmane Barry,22,185,78,64.0,1,3,2,76,25,31,45,65,69
Norway,K. Arnstad,Kristian Arnstad,18,171,69,64.0,1,3,3,70,52,65,70,55,53
Germany,D. Buballa,Daniel Buballa,32,187,80,64.0,0,3,2,75,42,56,59,61,73
Turkey,O. Aydın,Oğuz Aydın,21,183,76,64.0,1,3,2,70,62,55,64,31,53
France,A. Boutoutaou,Aymen Boutoutaou,21,169,56,64.0,1,2,3,75,60,54,75,32,34
France,B. Fofana,Boubacar Fofana,23,183,74,64.0,1,4,3,82,61,55,69,29,52
Scotland,S. Lavelle,Sam Lavelle,25,188,76,64.0,1,3,2,53,29,41,46,63,76
Chile,M. Rivera,Manuel Rivera,26,176,74,64.0,0,3,3,67,60,60,65,24,47
Italy,B. Oddei,Brian Oddei,19,175,55,64.0,0,3,3,65,64,57,72,35,38
England,D. Cirkin,Dennis Cirkin,20,182,72,64.0,0,3,2,75,39,52,61,60,61
Estonia,R. Shein,Rocco Robert Shein,18,185,77,64.0,1,5,2,73,52,61,66,58,63
Norway,E. Selvik,Egil Selvik,24,187,75,64.0,0,2,1,65,63,61,65,18,63
Scotland,E. Watt,Elliot Watt,22,179,72,64.0,1,4,2,67,53,63,65,58,69
France,J. Ruiz,Jean Ruiz,24,188,82,64.0,1,3,2,66,42,57,58,63,69
England,R. Cundy,Robbie Cundy,25,190,82,64.0,1,3,2,55,26,38,47,65,69
Venezuela,Á. Urdaneta,Ángel Urdaneta,32,174,70,64.0,1,3,3,67,58,62,66,61,65
Germany,K. Ludewig,Kilian Ludewig,22,174,65,64.0,1,3,3,74,46,59,62,58,63
Venezuela,J. Gómez,Jhonder Gómez,20,168,70,64.0,0,3,2,67,52,60,64,62,61
Australia,S. Neville,Scott Neville,33,184,75,64.0,1,3,2,64,48,58,58,62,75
Argentina,I. Don,Ignacio Don,40,181,76,64.0,1,2,1,61,62,60,65,47,62
England,J. Okedina,Jubril Okedina,21,182,76,64.0,1,3,2,72,34,50,55,64,72
France,A. Nguiamba,Aurélien Nguiamba,23,179,73,64.0,0,3,2,65,48,60,62,59,68
England,K. Hemmings,Kane Hemmings,30,186,78,64.0,1,3,3,68,65,52,62,29,64
France,M. Lachuer,Mathis Lachuer,21,170,65,64.0,0,2,2,80,46,66,73,54,41
Uruguay,L. Lemos,Lucas Lemos,22,183,70,64.0,1,3,2,53,48,56,51,64,69
France,J. Kadile,Junior Kadile,19,182,76,64.0,1,3,3,80,64,57,68,23,52
Equatorial Guinea,Y. González,Yoiver González,32,179,80,64.0,1,2,2,70,39,49,51,64,69
England,T. Anderson,Tom Anderson,28,193,83,64.0,1,2,2,34,33,41,38,63,79
Portugal,Rodrigo Andrade,Rodrigo Marcos Rodrigues Andrade,20,180,74,64.0,1,3,3,65,48,64,66,56,64
Italy,L. Gemello,Luca Gemello,21,190,80,64.0,1,2,1,64,64,66,67,31,65
Romania,V. Achim,Vlad Achim,33,182,80,64.0,1,3,3,54,59,64,61,63,72
China PR,Cai Huikang,Huikang Cai,32,183,82,64.0,1,3,3,51,52,51,57,65,78
Netherlands,J. Braaf,Jayden Braaf,19,180,84,64.0,1,4,4,83,60,57,66,40,64
Venezuela,G. Contreras,Germán Contreras,21,175,71,64.0,1,3,2,70,36,55,58,61,56
Sweden,P. Bengtsson,Pierre Neurath Bengtsson,34,177,74,64.0,0,2,2,65,53,62,62,60,63
Scotland,C. Sibbald,Craig Sibbald,27,170,70,64.0,0,3,3,80,59,62,66,58,60
Congo DR,N. Mbemba,Nolan Mbemba,27,182,75,64.0,1,3,3,66,58,62,66,61,72
Republic of Ireland,L. Kelly,Liam Kelly,26,163,74,64.0,1,2,3,71,61,65,66,56,47
Poland,M. Flis,Marcin Flis,28,185,75,64.0,0,3,2,67,31,52,54,63,69
Paraguay,A. Paredes,Alan Paredes,21,175,66,64.0,0,3,2,75,42,59,57,58,68
United States,S. Rogers,Samuel Rogers,23,193,86,64.0,1,3,2,66,40,49,56,63,71
England,J. Jones,Jamie Jones,33,188,91,64.0,1,2,1,64,63,66,64,34,64
Germany,C. Sickinger,Carlo Sickinger,24,183,73,64.0,1,4,2,65,47,57,60,60,68
Austria,D. Reiter,Dominik Reiter,24,173,74,64.0,1,3,2,75,60,58,66,28,60
Serbia,J. Nišić,Jovan Nišić,24,177,71,64.0,1,2,2,74,51,64,65,59,63
Albania,F. Kamberi,Florian Kamberi,27,189,86,64.0,1,3,3,72,63,58,62,36,73
Senegal,A. Sangante,Arouna Sangante,20,189,76,64.0,1,3,2,56,31,49,52,63,69
Spain,Rubén Pulido,Rubén Pulido Peñas,21,184,82,64.0,1,3,2,65,37,52,55,63,66
Argentina,E. Ozuna,Emiliano Ozuna,26,172,82,64.0,0,3,3,81,62,54,67,35,43
Wales,T. James,Tom James,26,175,75,64.0,1,4,2,73,57,58,62,58,73
Mali,M. Diarra,Mamady Diarra,22,168,66,64.0,0,3,4,81,53,54,65,49,51
Norway,C. Aasbak,Christoffer Aasbak,28,187,80,64.0,0,3,2,62,53,63,61,60,73
England,A. Eastham,Ashley Eastham,31,191,90,64.0,1,3,2,44,23,45,46,62,80
England,L. Lumeka,Levi Lumeka,23,170,71,64.0,1,3,2,76,60,57,66,25,47
Germany,J. Düker,Julius Düker,26,188,80,64.0,0,3,2,64,56,63,64,53,75
Poland,M. Matysik,Miłosz Matysik,18,190,78,64.0,1,3,2,72,38,47,53,64,70
Venezuela,C. Flores,Christian Flores,34,175,78,64.0,0,3,4,65,61,63,67,30,58
England,L. Barry,Louie Barry,19,174,65,64.0,1,2,3,81,62,55,66,21,55
Serbia,M. Jevtović,Milan Jevtović,29,184,77,64.0,1,4,3,77,62,58,66,38,69
Switzerland,R. Gelmi,Roy Gelmi,27,188,82,64.0,1,3,2,69,44,52,45,62,76
Argentina,I. Protti,Ijiel Protti,27,175,71,64.0,0,2,3,81,62,56,68,24,60
Republic of Ireland,D. Cleary,Dan Cleary,26,182,74,64.0,1,3,2,58,36,45,52,62,73
Colombia,Y. Asprilla,Yáser Asprilla,18,175,75,64.0,0,3,3,63,58,64,62,45,57
England,J. Benson,Josh Benson,22,178,76,64.0,1,3,2,61,57,64,65,60,64
Norway,E. Andersen,Eirik Ulland Andersen,29,181,73,64.0,1,2,3,70,64,65,62,34,55
Romania,M. Căpățînă,Mihai Căpățînă,26,177,75,64.0,1,2,3,67,63,63,65,55,66
Venezuela,A. Marqués,Alejandro Marqués,21,190,81,64.0,1,3,2,67,64,45,65,35,59
Republic of Ireland,E. McGinty,Edward McGinty,22,194,83,64.0,0,2,1,64,64,58,66,51,63
Denmark,M. Jakobsen,Michael Jakobsen,36,185,81,64.0,0,2,2,47,47,53,55,63,77
Wales,K. Freeman,Kieron Freeman,30,178,79,64.0,1,3,2,64,54,58,63,61,66
Ecuador,P. Vite,Pedro Vite,20,168,60,64.0,0,3,3,70,56,57,68,54,50
Turkey,C. Gönen,Cenk Gönen,34,190,84,64.0,1,1,1,67,60,64,67,45,63
England,P. Huntington,Paul Huntington,34,191,80,64.0,1,2,2,30,32,38,33,65,68
Romania,A. Rațiu,Andrei Rațiu,24,183,72,64.0,1,3,2,70,55,62,64,59,60
England,H. Anderson,Harry Anderson,25,179,71,64.0,1,3,3,88,55,57,65,50,75
Spain,Aldasoro,Aritz Aldasoro Sarriegi,23,176,70,64.0,1,2,3,67,63,63,67,59,59
Argentina,F. Flores,Francisco Flores,20,182,76,64.0,1,2,2,69,34,54,60,63,69
Uruguay,E. Busquets,Ezequiel Busquets,21,174,67,64.0,1,3,2,70,46,52,58,59,64
Cameroon,G. Kilama,Guy-Marcelin Kilama,23,182,80,64.0,0,3,2,68,38,57,61,63,73
Romania,I. Balaur,Ionuț Balaur,33,188,83,64.0,1,3,2,59,39,47,46,64,74
Jamaica,J. Garrick,Jordon Garrick,23,179,77,64.0,1,3,3,81,61,56,66,42,61
Italy,M. Sprocati,Mattia Sprocati,28,178,75,64.0,1,4,3,66,63,63,65,23,44
Korea Republic,Lee Myung Jae,Myung Jae Lee,28,182,68,64.0,0,3,3,71,43,60,66,56,61
Saudi Arabia,A. Al Hafith,Abdullah Al Hafith,29,185,80,64.0,1,3,2,33,36,49,45,63,74
England,J. Lowe,Jason Lowe,30,183,80,64.0,1,3,2,56,50,58,60,61,76
Wales,A. Taylor,Ash Taylor,31,193,76,64.0,1,2,2,37,38,44,46,63,79
Australia,A. Giannou,Apostolos Giannou,32,185,79,64.0,1,4,3,58,63,52,61,35,73
Portugal,Marian Huja,Marian Fernando Huja,22,191,80,64.0,0,2,2,65,38,45,46,64,72
England,J. Rak-Sakyi,Jesurun Rak-Sakyi,19,178,73,64.0,0,4,3,79,61,57,69,24,46
Romania,L. Munteanu,Louis Munteanu,20,184,77,64.0,1,2,3,76,64,54,66,30,58
Spain,Víctor Olmo,Víctor Olmo Durán,21,170,67,64.0,0,3,2,76,44,61,64,58,56
Germany,J. Guttau,Julian Guttau,22,180,75,64.0,0,3,2,81,50,59,67,38,54
Sweden,V. Eriksson,Victor Eriksson,21,192,82,64.0,1,3,2,61,33,48,38,63,75
United States,O. Gonzalez,Omar Gonzalez,33,196,94,64.0,1,3,2,34,36,49,44,61,80
Ecuador,J. Ordoñez,Joel Ordoñez,18,185,70,64.0,1,3,2,63,26,51,52,65,63
Wales,L. Isgrove,Lloyd Isgrove,29,178,72,64.0,1,3,3,83,57,58,66,34,52
Republic of Ireland,J. O'Sullivan,John O'Sullivan,28,181,83,64.0,1,3,3,78,58,59,61,54,69
China PR,Yu Dabao,Dabao Yu,34,185,79,64.0,1,3,3,63,57,58,59,60,75
Romania,O. Horșia,Ovidiu Horșia,21,172,63,64.0,0,3,3,71,61,61,65,38,60
Germany,B. Rother,Björn Rother,25,184,81,64.0,1,3,2,59,48,53,54,63,74
Colombia,J. Muriel,Juan David Muriel,33,185,89,64.0,1,3,2,58,26,38,45,63,68
United States,Q. Westberg,Quentin Westberg,36,185,78,64.0,1,2,1,63,63,63,64,24,65
England,D. Murkin,Derry Murkin,22,176,69,64.0,0,4,2,81,36,54,56,57,70
Turkey,E. Destan,Enis Destan,20,186,83,64.0,1,3,3,69,67,56,62,47,67
Austria,T. Rotter,Thomas Rotter,30,188,78,64.0,1,3,2,40,37,40,44,65,68
Germany,M. Stefaniak,Marvin Stefaniak,27,178,76,64.0,1,4,3,75,60,64,67,29,60
England,J. Morris,Josh Morris,30,182,72,64.0,0,3,3,67,59,63,64,56,64
Saudi Arabia,A. Abdu,Ahmed Abdu,25,175,72,64.0,1,3,2,62,65,48,61,20,60
Germany,D. Kempe,Dennis Kempe,36,187,86,64.0,0,3,2,65,44,58,60,60,76
Netherlands,M. Eerdhuijzen,Mike Eerdhuijzen,21,191,78,64.0,0,4,2,64,25,44,44,65,70
Sweden,O. Uddenäs,Oscar Uddenäs,19,186,75,64.0,0,3,3,73,59,58,65,26,49
Germany,S. Russo,Stefano Russo,22,183,75,64.0,1,3,2,60,53,57,61,61,73
France,J. Pendant,Jason Pendant,25,177,64,64.0,0,3,2,72,35,55,57,60,63
Sweden,S. Ohlsson,Sebastian Ohlsson,29,186,82,64.0,1,3,2,55,53,63,61,63,72
Korea Republic,Jo Sung Joon,Sung Joon Jo,31,176,67,64.0,1,4,2,84,56,53,67,31,55
Romania,M. Dobrescu,Mihai Dobrescu,29,176,72,64.0,0,3,2,68,41,54,59,60,67
Germany,F. Kath,Florian Kath,27,186,76,64.0,0,3,3,73,56,58,68,54,58
Zimbabwe,B. Galloway,Brendan Galloway,26,186,74,64.0,0,3,2,69,37,54,59,63,66
Chile,J. Rojas,Jeyson Rojas,20,185,73,64.0,1,3,2,67,31,48,42,63,71
France,Y. Thuram,Yohann Thuram,33,187,85,64.0,1,2,1,65,60,55,66,39,62
Argentina,Á. Barreal,Álvaro Barreal,21,172,66,64.0,0,3,3,79,63,57,69,41,55
Australia,S. Galloway,Scott Galloway,27,172,72,64.0,1,4,2,73,51,58,63,59,71
Spain,Luis Bilbao,Luis Bilbao Arechaga,19,185,75,64.0,0,2,2,76,59,60,67,20,53
England,A. Jackson,Adam Jackson,28,187,80,64.0,1,3,2,49,30,42,50,63,70
Switzerland,I. Martić,Ivan Martić,31,183,73,64.0,1,2,3,67,50,58,61,62,65
South Africa,G. Links,Gift Links,23,170,64,64.0,0,3,3,85,53,57,74,50,61
Scotland,C. Ramsay,Calvin Ramsay,18,177,68,64.0,1,3,2,78,43,60,66,56,67
France,Y. Begraoui,Yanis Begraoui,20,178,70,64.0,1,5,3,73,60,52,67,21,58
Norway,F. Torsteinbø,Fredrik Torsteinbø,31,182,74,64.0,1,4,3,62,63,64,65,54,71
Poland,M. Fornalczyk,Mariusz Fornalczyk,19,177,70,64.0,0,3,3,88,50,50,71,27,53
Austria,O. Okungbowa,Osarenren Okungbowa,28,189,76,64.0,0,3,2,71,46,57,60,62,74
United States,J. Nerwinski,Jakob Nerwinski,27,183,79,64.0,1,2,2,77,30,55,56,63,72
Netherlands,J. de Lange,Jeffrey de Lange,24,191,78,64.0,1,4,1,64,62,62,65,25,62
Germany,S. Reddemann,Sören Reddemann,26,191,79,64.0,0,3,2,71,31,45,49,64,71
England,C. Vernam,Charles Vernam,25,170,74,64.0,1,3,3,91,58,56,65,31,62
Spain,Dani Tasende,Daniel Esmorís Tasende,21,172,64,64.0,0,3,2,64,46,61,64,60,46
Romania,M. Velisar,Mihai Velisar,23,178,77,64.0,0,3,2,75,51,59,59,60,67
Korea Republic,Kang Min Soo,Min Soo Kang,36,186,74,64.0,1,3,2,50,38,49,52,66,66
Germany,H. Bonmann,Hendrik Bonmann,28,194,82,64.0,1,5,1,65,61,64,65,42,64
Bolivia,J. Gutíerrez,Jhohan Gutíerrez,25,177,72,64.0,1,2,1,65,62,64,64,50,63
Spain,Daniel Rebollo,Daniel Rebollo Franco,22,187,78,64.0,1,3,1,62,63,65,67,26,63
Saudi Arabia,J. Bajandouh,Jamal Bajandouh,29,180,80,64.0,1,4,2,38,57,63,60,62,71
Saudi Arabia,N. Al Subhi,Nawaf Al Subhi,32,180,74,64.0,0,3,2,58,46,50,48,63,75
Germany,L. Deichmann,Leon Deichmann,24,186,83,64.0,1,3,2,65,25,41,52,62,74
Romania,I. Șerban,Ionuț Șerban,30,176,73,64.0,1,2,3,59,59,63,65,50,64
Côte d'Ivoire,A. Ouattara Mohammed,Aziz Ouattara Mohammed,21,188,78,64.0,1,3,2,66,24,51,59,61,74
Chile,A. Oroz,Alexander Oroz,19,171,64,64.0,1,3,3,76,59,59,66,26,61
Netherlands,C. Driouech,Couhaib Driouech,20,175,75,64.0,0,3,3,85,55,51,70,25,60
Netherlands,M. Tol,Marco Tol,24,188,81,64.0,1,3,2,66,26,45,42,63,75
Paraguay,W. Ibarrola,Wilson Ibarrola,25,172,74,64.0,0,3,2,76,29,51,52,59,60
Venezuela,E. Peña Zauner,Enrique Peña Zauner,22,177,73,64.0,1,4,3,76,56,64,67,34,50
Germany,R. Hoffmann,Ron-Thorben Hoffmann,23,192,86,64.0,1,3,1,64,63,64,66,25,63
Turkey,K. Demirtaş,Kahraman Demirtaş,28,184,77,64.0,0,3,2,70,33,52,60,63,69
France,S. Kapuadi,Steve Kapuadi,24,193,88,64.0,0,2,2,59,25,37,37,63,75
Spain,Pedro,Pedro Ruiz Delgado,22,198,89,64.0,1,3,2,61,67,52,53,29,70
England,A. Cook,Andy Cook,31,185,80,64.0,1,4,3,52,63,52,58,28,83
United States,S. Cleveland,Stefan Cleveland,28,188,84,64.0,0,2,1,64,62,62,66,55,64
Austria,M. Lackner,Markus Lackner,31,191,75,64.0,1,3,2,35,45,57,56,64,75
Romania,L. Antal,Liviu Antal,33,178,70,64.0,1,4,3,71,61,63,65,40,60
Italy,A. Lombardi,Alessandro Lombardi,22,185,74,64.0,1,3,3,71,66,62,66,57,67
Scotland,A. Crawford,Ali Crawford,30,179,64,64.0,1,3,3,68,63,64,66,54,60
Denmark,K. Hansen,Kristoffer Lund Hansen,20,184,80,64.0,0,3,2,68,30,54,59,60,66
Republic of Ireland,R. Towell,Richie Towell,30,173,66,64.0,1,4,3,67,60,63,63,59,72
Denmark,H. Bernat,Hans Christian Bernat,21,192,88,64.0,1,3,1,64,62,64,65,34,62
Japan,R. Danzaki,Riku Danzaki,22,174,63,64.0,1,2,3,76,60,59,67,30,55
Portugal,Tomás Reymão,Tomás Reymão Nogueira,23,188,78,64.0,1,4,3,47,52,59,63,61,71
England,J. Bolton,James Bolton,27,183,75,64.0,1,3,2,72,35,53,58,62,72
Slovakia,S. Mráz,Samuel Mráz,25,183,75,64.0,1,3,3,72,61,53,63,32,58
Korea Republic,Park Jin Sub,Jin Sub Park,26,184,80,64.0,1,3,2,66,52,58,54,64,69
Argentina,L. Vega,Leandro Vega,26,180,70,64.0,0,3,2,63,32,49,57,63,66
England,B. Close,Ben Close,25,175,75,64.0,1,4,3,71,62,62,65,61,63
Montenegro,S. Balić,Saša Balić,32,185,78,64.0,0,3,2,58,38,52,57,63,72
Turkey,H. Bilazer,Hayrullah Bilazer,27,170,72,64.0,1,3,2,67,44,56,65,61,59
Portugal,Francisco Meixedo,Francisco Meira Meixedo,21,190,78,64.0,1,2,1,61,63,58,65,31,64
Scotland,C. Hendry,Callum Hendry,24,178,70,64.0,1,4,3,69,64,53,64,31,72
Brazil,Jô Batista,Joarlem Batista Santos,27,192,84,64.0,1,3,2,63,68,46,62,24,61
Germany,R. Berlinski,Ron Berlinski,27,182,74,64.0,1,3,3,83,63,56,63,31,62
Peru,M. Lazo,Matías Lazo,18,178,67,64.0,1,2,2,63,28,43,41,65,62
France,É. Bocat,Éric Bocat,22,182,71,64.0,0,3,2,73,51,59,64,58,61
England,C. Main,Curtis Main,30,178,67,64.0,0,4,2,70,62,48,58,32,83
Argentina,L. Spatz,Lautaro Marco Spatz,20,184,75,64.0,1,3,2,54,42,51,44,64,63
England,J. Anang,Joseph Anang,22,183,78,64.0,1,2,1,64,62,63,63,33,64
Spain,José Ángel,José Ángel Jurado de la Torre,30,182,80,64.0,0,3,2,60,56,61,61,61,75
Colombia,E. Rodríguez,Emerson Rodríguez,21,174,68,64.0,1,2,4,78,56,55,69,23,49
Ecuador,J. Caicedo,Jefferson Caicedo,27,168,71,64.0,0,2,3,75,56,60,63,23,51
Spain,Miki Villar,Miguel Villar Alonso,25,180,75,64.0,1,3,3,78,64,57,65,31,60
Latvia,K. Tobers,Kristers Tobers,21,189,75,64.0,1,3,2,54,42,51,49,64,71
United States,J. McCarthy,John McCarthy,29,191,82,64.0,1,2,1,65,64,59,67,35,62
Korea Republic,Lee Sang Hyeok,Sang Hyeok Lee,22,177,72,64.0,0,3,2,72,56,61,66,29,47
Spain,Víctor Mongil,Víctor Mongil Adeva,29,182,76,64.0,1,3,2,67,39,54,53,62,71
Germany,H. Matriciani,Henning Matriciani,22,187,76,64.0,1,3,2,73,33,51,53,63,65
Argentina,R. Sordo,Ramiro Sordo,22,177,69,64.0,1,3,3,75,62,59,64,33,48
Spain,Pepe Sánchez,José Sánchez Martínez,22,183,75,64.0,1,3,2,66,48,58,60,64,63
Germany,A. Nollenberger,Alexander Nollenberger,25,180,72,64.0,1,3,2,73,57,58,64,39,60
Germany,J. Yeboah,John Yeboah,22,170,69,64.0,0,3,3,86,55,53,69,26,56
Kosovo,K. Krasniqi,Kamer Krasniqi,26,177,71,64.0,1,3,3,74,61,60,67,49,61
Austria,L. Gugganig,Lukas Gugganig,27,191,83,64.0,1,2,2,41,50,46,53,64,73
England,S. George,Shamal George,24,191,79,64.0,1,3,1,66,60,60,66,39,62
Turkey,S. Piçinciol,Sergen Piçinciol,26,182,79,64.0,1,3,2,60,32,43,48,65,62
Paraguay,B. Cabrera,Bruno Cabrera,25,178,75,64.0,1,3,2,66,50,55,58,63,71
Switzerland,B. Babić,Boris Babić,24,180,82,64.0,1,2,2,80,61,50,64,27,66
Republic of Ireland,S. Long,Seàn Long,27,178,70,64.0,1,3,2,70,39,56,62,62,74
Austria,A. Schmid,Anthony Schmid,23,183,75,64.0,1,3,2,67,62,46,65,17,65
Congo,P. Ibara,Prince Ibara,26,194,87,64.0,1,3,2,53,67,49,54,29,69
Denmark,M. Jensen,Magnus R. Jensen,25,195,85,64.0,1,2,2,50,49,46,51,62,76
Turkey,C. Coşkun,Can Coşkun,24,173,71,64.0,0,3,2,76,51,61,65,58,61
Republic of Ireland,J. O'Toole,John-Joe O'Toole,33,188,82,64.0,1,3,2,47,56,57,59,61,78
England,H. Chapman,Harry Chapman,24,172,70,64.0,1,3,3,75,58,62,68,30,57
Italy,C. Da Graca,Cosimo Marco Da Graca,20,185,79,64.0,1,4,2,54,66,53,61,22,54
Germany,M. Appiah,Marcel Appiah,34,186,74,64.0,1,3,2,72,34,47,57,64,70
Albania,J. Çelhaka,Jurgen Çelhaka,21,183,77,64.0,1,3,2,63,38,56,58,60,68
Spain,Diego Moreno,Diego Moreno Garbayo,20,177,70,64.0,1,3,2,73,38,55,60,60,61
England,C. Doyle,Callum Doyle,18,188,85,64.0,0,3,2,62,27,50,56,63,71
Senegal,A. Ndour,Alioune Ndour,24,183,79,64.0,1,3,3,82,61,53,64,29,64
England,A. Collins,Archie Collins,22,175,63,64.0,1,4,2,71,56,61,65,58,66
Netherlands,K. Vermeer,Kenneth Vermeer,36,181,78,64.0,1,4,1,64,61,64,67,53,64
Liberia,P. Wilson,Peter Wilson,25,182,74,64.0,1,2,2,89,60,51,65,37,69
Denmark,A. Andersen,Alexander Juel Andersen,31,190,84,64.0,1,3,2,65,48,55,60,62,74
Senegal,B. Mendy,Bissenty Mendy,30,180,75,64.0,1,3,2,65,27,45,44,64,71
Canada,L. MacNaughton,Lukas MacNaughton,27,188,83,64.0,1,2,2,61,31,39,50,65,71
Italy,N. Pierini,Nicholas Pierini,23,176,70,64.0,1,3,3,74,60,56,65,34,45
Spain,Adrián Diéguez,Adrián Diéguez Grande,26,187,78,64.0,0,2,2,58,30,48,51,65,66
Italy,G. Oristanio,Gaetano Oristanio,19,174,62,64.0,0,3,3,73,62,62,68,40,48
Norway,K. Haraldseid,Kristoffer Haraldseid,28,180,74,64.0,1,3,2,70,53,59,62,61,65
Scotland,J. Burroughs,Jack Burroughs,21,188,80,64.0,1,4,2,78,48,58,60,58,68
France,A. Gnahoua,Arthur Gnahoua,30,185,80,64.0,0,4,3,82,60,56,65,31,69
Austria,A. Borkovic,Alexandar Borkovic,23,184,74,64.0,0,3,2,62,34,55,51,65,59
Lithuania,M. Adamonis,Marius Adamonis,25,191,80,64.0,1,3,1,67,66,57,65,21,59
England,C. Long,Chris Long,27,180,77,64.0,1,3,2,77,63,50,64,31,67
Saudi Arabia,A. Al Shamekh,Abdullah Al Shamekh,29,179,77,64.0,0,3,2,76,40,56,62,59,65
Spain,Altube,Diego Altube Suárez,22,188,87,64.0,1,3,1,63,61,64,66,16,62
Republic of Ireland,C. O'Keeffe,Corey O'Keeffe,24,184,70,64.0,1,4,2,79,54,58,61,57,68
Poland,J. Łabojko,Jakub Łabojko,24,179,78,64.0,1,2,2,69,39,55,61,65,68
Germany,N. Niemann,Noel Niemann,22,171,60,64.0,1,3,3,81,61,58,68,29,60
China PR,Huang Zichang,Zichang Huang,25,173,67,64.0,1,4,3,87,54,55,64,41,65
Morocco,B. Ould-Chikh,Bilal Ould-Chikh,24,170,60,64.0,0,4,4,77,57,55,71,27,44
Poland,P. Stępiński,Patryk Stępiński,27,178,62,64.0,1,3,2,70,33,52,59,64,69
Brazil,Gabriel Batista,Gabriel Batista de Souza,24,188,78,64.0,1,2,1,65,62,72,66,36,63
Côte d'Ivoire,I. Bamba,Ibrahima Bamba,20,184,68,64.0,1,2,2,65,46,58,60,60,65
France,Y. Bahassa,Yassine Bahassa,30,187,79,64.0,1,3,2,68,58,62,69,21,54
Germany,R. König,Ronny König,39,190,93,64.0,0,4,2,31,69,48,49,37,69
Australia,T. Uskok,Tomislav Uskok,31,196,83,64.0,1,3,2,60,35,47,45,61,78
Denmark,J. Thomasen,Jens Jakob Thomasen,26,177,65,64.0,1,3,2,58,59,62,63,62,63
