FullName,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,BestPosition,Position
Christophe Psyché,42,40,50,49,63,80,CB,1
Valentin Antov,60,36,47,48,63,76,CB,1
Mirko Tomianovic,83,64,63,64,60,70,CAM,0
Jhojan Valencia,69,52,62,68,61,64,CAM,0
Jacob Karlstrøm,68,63,69,68,38,65,GK,3
Juan Cornejo,74,57,63,63,65,69,CB,1
George Byers,59,61,61,66,56,65,CM,2
Christian Capone,72,59,60,72,23,51,CAM,0
Alfio Oviedo,80,64,48,65,25,57,ST,6
Zakhele Lepasa,75,68,47,63,26,55,ST,6
Matheus Barcelos da Silva,74,69,49,60,21,56,ST,6
Tatsuya Itō,79,52,57,74,22,35,LW,4
Nelson Cabrera,46,40,51,48,66,63,CB,1
Joel Castro Pereira,66,64,65,67,43,64,GK,3
George Moncur,65,63,66,67,47,56,CAM,0
Iván Martínez Gonzálvez,69,66,50,62,21,63,ST,6
Callum Connolly,59,56,63,64,65,72,CB,1
Jordan Thorniley,62,36,50,55,66,71,CB,1
Tomáš Huk,61,29,47,44,66,65,CB,1
Malik Tillman,79,64,57,67,19,60,ST,6
Miro Tenho,58,23,49,50,66,69,CB,1
Marcus Browne,83,60,60,69,27,60,LW,4
Youssef Chermiti,71,63,47,64,29,69,ST,6
Vitus Eicher,66,65,60,68,45,66,GK,3
Walter Araujo,70,68,64,66,26,56,CAM,0
Kamil Drygas,59,64,66,65,65,73,CB,1
Dairon Asprilla,74,69,61,67,44,71,ST,6
Thomas Meißner,61,38,44,49,66,71,CB,1
Sidy Sarr,57,59,60,61,63,83,CB,1
Julius Kade,69,53,65,69,63,50,CAM,0
Adil Auassar,31,62,62,58,64,78,CB,1
Besim Šerbečić,47,33,46,51,65,74,CB,1
Michael Eberwein,72,65,61,66,34,70,ST,6
Issam Jebali,70,64,62,71,38,70,CAM,0
Filippo Sgarbi,61,29,39,43,66,73,CB,1
Reno Piscopo,79,65,60,74,39,61,CAM,0
Rubén González Alves,69,44,49,58,65,70,CB,1
Tino Anjorin,79,65,64,68,48,65,CAM,0
Philipp Sander,58,55,64,68,57,65,CM,2
Anthony Fontana,74,63,62,69,46,61,CAM,0
Darko Lemajić,45,67,49,53,28,78,ST,6
Nigel Robertha,82,66,51,67,26,64,ST,6
Théo Luis Fonseca,78,67,56,67,22,57,ST,6
Ufuk Akyol,67,55,65,67,63,67,CAM,0
Alex Pearce,33,26,44,43,66,72,CB,1
Michaël Heylen,39,37,55,50,65,75,CB,1
Jonathan Buatu Mananga,58,41,51,54,65,75,CB,1
David Villalba,66,32,47,51,66,69,CB,1
Sinan Bakış,37,67,51,60,29,64,ST,6
Alex Bono,66,64,63,70,31,62,GK,3
Filip Rogić,69,59,61,67,61,76,CM,2
Simone Aresti,64,63,60,65,37,69,GK,3
Jack Simpson,54,37,50,55,66,67,CB,1
Juan Cruz Kaprof,78,64,59,68,32,66,RW,5
Conor Coventry,64,53,64,68,62,67,CM,2
Tom Flanagan,43,34,52,57,65,77,CB,1
Sondre Rossbach,68,63,65,69,49,63,GK,3
Dimitri Petratos,68,65,65,68,47,71,CAM,0
Joe Shaughnessy,68,26,48,55,66,72,CB,1
Chang Rae Ha,49,25,41,48,66,73,CB,1
Miguel Berry,71,63,48,66,27,70,ST,6
Erik Jirka,85,64,60,61,33,73,ST,6
Róbert Pich,80,65,61,68,28,49,RW,5
Yerson Chacón,80,64,59,67,27,41,CAM,0
Welliton Edson Helmes Junqueira,71,63,61,71,30,56,CAM,0
Sascha Mockenhaupt,82,28,41,50,65,78,CB,1
Martin Adeline,64,58,65,68,57,59,CAM,0
Nicholas Opoku,62,37,43,48,66,76,CB,1
Nicolás Sosa,71,66,52,59,32,57,ST,6
Maicol Cabrera,63,64,59,63,20,68,ST,6
Zac MacMath,66,65,70,67,37,64,GK,3
Thibault De Smet,70,47,59,59,64,70,CB,1
Alec Kann,66,65,62,64,43,66,GK,3
Chang Hoon Kwon,66,64,65,70,49,55,RW,5
Josip Radošević,51,58,60,57,64,79,CB,1
Filip Stanković,68,64,65,67,18,64,GK,3
George Long,67,67,66,68,31,66,GK,3
Iliass Bel Hassani,62,67,69,67,38,57,CAM,0
Nicolás Bazzana,51,40,47,51,66,73,CB,1
Gregorio Sierra Pérez,53,50,52,56,67,69,CB,1
Lucas Pirard,66,63,62,69,33,63,GK,3
Giuliano Simeone,75,66,57,64,25,70,ST,6
Toby Sibbick,75,31,52,61,66,68,CB,1
Jacobo González Rodrigáñez,74,66,64,70,33,49,CAM,0
Leândro Rossi Pereira,65,66,62,73,29,51,LW,4
Zhuoxiang Deng,69,48,70,67,53,52,CM,2
Nick Gillekens,69,61,67,66,43,63,GK,3
Felix Lohkemper,75,65,56,68,30,51,ST,6
Christopher Wernitznig,67,67,65,68,59,68,CAM,0
Fraser Hornby,58,68,50,60,24,72,ST,6
Lyle Foster,79,66,55,63,34,66,ST,6
Gonzalo Tapia,78,59,52,69,25,52,RW,5
Mo Adams,63,48,53,64,67,69,CB,1
Gary Mackay-Steven,82,61,60,69,36,56,LW,4
Adrián Butzke Benavides,73,68,45,60,22,53,ST,6
Joel Quintero,53,27,47,46,65,69,CB,1
Mariusz Malec,68,31,46,46,64,75,CB,1
Victor Jensen,70,58,65,70,56,57,CAM,0
Matías Campos,58,68,48,65,28,69,ST,6
Jean Franco Fuentes,62,38,56,48,68,62,CB,1
Miguel Muñoz Mora,57,55,64,64,67,76,CB,1
Alvino Volpi Neto,66,63,75,59,49,71,GK,3
David Henen,78,66,58,67,26,64,ST,6
Mohamed El Arouch,75,60,64,73,51,54,CAM,0
Constantin Reiner,41,29,54,40,66,76,CB,1
Loïc Mbe Soh,60,29,49,48,66,67,CB,1
Alfie Jones,59,40,55,58,65,72,CB,1
Hang Ren,69,49,59,59,64,77,CB,1
Luca Langoni,72,64,54,68,28,50,RW,5
Daniel Escriche Romero,69,65,51,67,30,66,ST,6
Luis Ojeda,63,63,59,69,44,65,GK,3
Stelios Andreou,73,30,50,56,65,72,CB,1
Himad Abdelli,68,60,62,68,57,70,CAM,0
Seifedin Chabbi,67,66,52,64,24,63,ST,6
Élder Santana Conceição,66,67,49,60,23,74,ST,6
Abdul Manaf Nurudeen,73,57,59,75,22,65,GK,3
Franco Petroli,66,62,65,66,46,67,GK,3
Aziz Bouhaddouz,59,66,55,63,23,75,ST,6
Niklas Hauptmann,58,54,66,72,56,51,CAM,0
Carlos Beltrán,34,40,52,57,66,69,CB,1
Akinkunmi Amoo,83,57,57,74,25,59,CAM,0
Ignacio Méndez Fernández,69,63,68,68,60,70,CAM,0
Ian Harkes,66,65,64,66,59,73,CM,2
Sieben Dewaele,66,47,67,65,62,60,CM,2
Patrick Schmidt,62,66,43,60,27,73,ST,6
Robert Taylor,80,64,61,68,49,68,LW,4
Tino Casali,68,64,57,69,30,65,GK,3
Fawaz Al Qarni,67,61,61,69,44,65,GK,3
Alexandru Ioniță,69,62,65,70,37,57,CAM,0
Tomoki Imai,62,24,48,56,65,76,CB,1
Éric Vandenabeele,39,38,43,49,66,73,CB,1
Dylan Levitt,65,63,68,69,58,63,CAM,0
Marcus Mathisen,60,50,58,61,64,77,CB,1
Kaan Caliskaner,70,61,52,67,21,66,ST,6
Elder Arauz,64,63,63,65,31,68,GK,3
Lautaro Valenti,71,51,53,56,65,74,CB,1
Juan Cruz Díaz Espósito,75,63,64,69,32,35,CAM,0
Lennart Moser,69,63,58,70,24,63,GK,3
Anastasios Donis,79,65,56,69,24,60,ST,6
Richard Prieto,80,56,61,70,58,51,CAM,0
Fabio Gerli,64,48,63,65,61,57,CM,2
Adrián Gabbarini,63,65,64,67,45,67,GK,3
Kévin N'Doram,61,48,58,63,64,73,CB,1
Giancarlo Schiavone,65,64,64,70,44,61,GK,3
James Henry,63,65,67,68,57,63,CM,2
Sebastián Lentinelly,62,69,61,69,30,58,GK,3
James Pantemis,66,63,54,66,36,66,GK,3
Cameron Jerome,58,67,51,63,44,71,ST,6
Lukas Petkov,77,63,65,67,54,63,CAM,0
Pol Moreno Sánchez,57,28,50,40,67,68,CB,1
Hayden Carter,71,40,55,60,65,75,CB,1
Dominik Hładun,69,65,65,67,34,64,GK,3
Maikel Mesa Piñero,70,65,64,68,62,76,ST,6
Siro Rosane,57,48,55,58,65,71,CB,1
Loïc Badiashile,67,64,65,69,36,62,GK,3
Patryk Dziczek,57,47,60,66,64,63,CM,2
Saad Natiq,54,30,35,38,64,81,CB,1
Umut Güneş,65,49,61,64,61,65,CM,2
Kabelo Dlamini,73,66,63,64,24,48,LW,4
Désiré Doué,78,59,60,72,33,50,CAM,0
Esmaël Ruti Tavares Gonçalves,70,63,59,65,27,71,ST,6
Semi Belkahia,70,37,42,55,64,79,CB,1
Graham Burke,61,67,64,68,26,59,RW,5
Mark Sykes,73,61,63,67,60,67,CAM,0
Kevin Becerra,60,34,44,46,66,66,CB,1
Paulos Abraham,85,62,56,69,28,57,ST,6
Damon Mirani,41,31,47,53,66,72,CB,1
Albert Zambrano,80,66,59,65,50,63,ST,6
Ronaldo Deaconu,66,66,70,69,51,60,CAM,0
Quang Hải Nguyễn,86,58,60,67,57,53,CAM,0
Norbert Alblas,66,64,70,67,35,63,GK,3
Chris Forrester,66,62,65,69,60,67,CM,2
David Kopacz,75,59,62,69,38,62,CAM,0
Sébastien Cibois,67,65,64,68,34,64,GK,3
Pascal Schürpf,66,68,64,60,61,74,ST,6
Matko Miljevic,64,61,61,72,43,53,CAM,0
Sem Steijn,71,62,64,69,33,55,CAM,0
Mateusz Bogusz,70,64,65,68,38,58,CAM,0
Valerio Di Cesare,34,47,32,54,66,71,CB,1
Görkem Sağlam,71,59,66,68,53,59,CAM,0
Ariel Mosór,66,33,42,48,65,73,CB,1
David Blacha,59,58,67,70,59,65,CM,2
Jon Guthrie,49,31,50,51,65,81,CB,1
Roberto Floriano,66,64,65,67,28,48,LW,4
Andrea Danzi,55,42,66,66,60,57,CM,2
Suleiman Abdullahi,78,64,56,66,20,76,ST,6
Claudiu Keșerü,62,68,68,64,36,66,ST,6
Sebastian Klaas,73,59,65,67,47,52,CAM,0
Andrei Ciobanu,72,66,67,67,34,56,CAM,0
Chey Dunkley,55,36,42,49,65,77,CB,1
Gavin Kilkenny,61,53,65,66,61,56,CM,2
Leonel Mosevich,47,34,40,43,66,72,CB,1
Anton Walkes,61,46,57,58,64,76,CB,1
Tom Hamer,70,42,55,60,62,81,CB,1
Denis Simani,51,55,51,50,64,77,CB,1
Steven Zellner,85,50,59,62,64,74,CB,1
Ivan Näsberg,65,35,52,55,65,74,CB,1
Jordan Tell,59,66,56,65,31,63,ST,6
Vasilis Sourlis,72,57,63,68,59,67,CM,2
Julian Günther-Schmidt,71,65,65,67,29,73,ST,6
William Baeten,75,63,63,65,53,71,CAM,0
Henrik Heggheim,72,29,51,56,65,71,CB,1
Niklas Geyrhofer,57,27,40,46,66,70,CB,1
Quentin Cornette,79,63,65,68,44,53,RW,5
Richard Wood,31,35,46,43,66,69,CB,1
Ignacio Arce,66,65,62,65,25,63,GK,3
Jordan Holsgrove,62,54,66,68,54,61,CM,2
Antonio Mršić,68,66,70,65,56,62,CAM,0
Alexander Gorgon,70,66,66,66,52,61,CAM,0
Kwadwo Duah,89,65,59,65,35,74,ST,6
Noah Jean Holm,74,67,52,66,27,77,ST,6
Dijon Kameri,73,64,62,70,38,62,CAM,0
Alessio Vita,78,63,64,68,42,55,RW,5
Daniel Florea,73,65,58,71,31,58,ST,6
Oliver Antman,70,63,59,68,38,52,CAM,0
Tyler Blackett,67,40,62,63,63,74,CB,1
Dimitar Mitov,65,63,63,66,61,64,GK,3
Rafael Lutiger,62,40,47,45,67,66,CB,1
David Fällman,35,34,44,42,64,74,CB,1
Moritz-Broni Kwarteng,74,63,61,68,30,42,CAM,0
Mustafa Pektemek,65,64,65,65,53,63,ST,6
Andrew Shinnie,66,62,66,67,56,64,CAM,0
Noah Atubolu,67,64,65,67,35,61,GK,3
Alexandre De Bruyn,71,66,61,70,34,55,CAM,0
Akin Famewo,73,24,41,51,64,74,CB,1
Ridge Munsy,81,64,46,62,33,72,ST,6
Jonathan Rowe,83,60,58,69,27,52,CAM,0
Njabulo Ngcobo,72,35,42,44,67,72,CB,1
Jordan Moore-Taylor,65,36,57,56,64,76,CB,1
Lloyd Jones,57,28,43,44,64,70,CB,1
Dawid Szymonowicz,58,36,51,59,64,67,CB,1
Patrick McEleney,59,61,64,68,53,55,CAM,0
José Marrufo,64,24,54,55,64,71,CB,1
Andrea Meroni,55,39,41,45,65,75,CB,1
Mikkel Kaufmann,73,64,51,60,25,63,ST,6
George Johnston,64,33,49,60,64,73,CB,1
Akor Jerome Adams,76,62,46,63,27,71,ST,6
Reda Kharchouch,55,66,51,60,24,69,ST,6
Besard Sabovic,58,60,63,66,58,70,CM,2
Ismaël Koné,78,58,60,67,55,67,CAM,0
Sebastian Nanasi,71,59,57,72,29,57,CAM,0
Alan Mannus,63,66,60,64,36,65,GK,3
Robson Alves Reis,61,32,47,40,65,72,CB,1
Emanuele Cicerelli,70,62,60,67,31,49,LW,4
Edisson Restrepo,75,29,48,50,68,68,CB,1
Louis Reed,65,55,62,66,61,70,CM,2
Eren Dinkçi,84,65,58,64,28,53,ST,6
Brendan Hines-Ike,57,53,54,58,65,74,CB,1
Yake Wu,66,61,61,63,44,67,GK,3
Liam Donnelly,64,64,61,62,63,71,CB,1
Jovan Manev,80,48,42,58,64,72,CB,1
Martin Kobylański,67,67,66,67,36,54,CAM,0
Leo Hjelde,71,32,54,58,64,66,CB,1
Pelle Clement,63,60,67,67,55,61,CAM,0
Mansour Hamzi,83,59,55,66,44,57,LW,4
Dylan Ouédraogo,68,33,50,53,65,68,CB,1
Andrés Carlos Caro Serrano,66,34,52,45,67,62,CB,1
Petter Strand,78,59,62,67,60,70,CM,2
Alex Iacovitti,69,35,51,51,63,75,CB,1
Rostyn Griffiths,41,50,57,57,63,77,CB,1
Jerónimo Pourtau,68,65,59,69,17,64,GK,3
Janus Vivar,80,63,55,66,31,70,ST,6
Alexander Ruud Tveter,54,67,59,60,33,74,ST,6
Luca Kerber,68,46,61,68,57,67,CM,2
Oier Luengo Redondo,64,32,51,56,65,69,CB,1
Facundo Mansilla,53,31,43,51,67,63,CB,1
Emerson Hyndman,61,58,66,67,57,56,CAM,0
Omar Hawsawi,47,29,43,46,62,76,CB,1
Gino Infantino,70,64,61,69,34,55,CAM,0
Oliver Batista Meier,70,63,59,74,31,43,CAM,0
Andreas Christodoulou,69,65,60,67,43,64,GK,3
Mirko Eramo,68,59,63,67,60,72,CM,2
David Sambissa,77,56,54,69,55,61,RW,5
Benoît Poulain,32,28,55,47,67,71,CB,1
Jackson João Crusso Mutto,74,56,59,72,22,47,RW,5
Seung Dae Kim,84,59,62,67,47,62,CAM,0
Abou Ba,65,38,56,62,64,68,CB,1
Lucas Lingman,64,55,66,71,52,57,CAM,0
Joe Powell,74,59,65,65,53,58,CAM,0
Rodrigo Castro,80,65,61,67,36,43,CAM,0
Sven Köhler,64,57,61,62,62,72,CM,2
Ronny Montero,28,36,50,46,67,67,CB,1
Formose Mendy,74,32,51,55,64,69,CB,1
Renat Dadashov,65,64,52,63,25,62,ST,6
Francisco Duclós,58,31,44,39,65,72,CB,1
Reuven Niemeijer,70,66,59,64,48,63,ST,6
Youssef Amyn,76,59,57,71,40,45,CAM,0
Williot Swedberg,72,60,60,67,48,59,CAM,0
Yannis Clementia,66,64,63,66,38,65,GK,3
Paulo Bernard Schmidt,59,49,48,45,68,77,CB,1
Fabián Henríquez,62,56,63,65,58,73,CM,2
Melker Hallberg,66,64,66,66,61,66,CAM,0
Ionuț Vînă,73,61,60,67,62,72,CAM,0
Ferhat Kaplan,62,65,65,64,46,66,GK,3
Yousef Hassan,64,62,59,65,30,66,GK,3
Maciej Rosołek,76,61,56,64,26,61,ST,6
Rhys Williams,66,35,51,56,65,67,CB,1
Yann Kitala,71,67,46,59,24,70,ST,6
Chenjie Zhu,75,41,48,58,63,75,CB,1
Remi Matthews,65,63,63,66,45,64,GK,3
Mohamed Taabouni,76,56,62,71,43,54,CAM,0
Andreas Karo,63,35,45,53,64,72,CB,1
Marcel Hoffmeier,81,41,56,64,64,69,CB,1
Guan He,71,31,53,53,64,74,CB,1
Aapo Halme,47,21,45,55,63,69,CB,1
Kerem Kesgin,68,64,63,70,52,59,CAM,0
Devante Cole,86,64,53,64,25,58,ST,6
Diego Hernández,75,62,59,71,46,48,CAM,0
John Pulskamp,69,60,59,68,25,62,GK,3
Alin Șeroni,31,35,43,35,63,78,CB,1
Atomu Tanaka,70,58,62,67,55,61,CAM,0
Salim Diakité,71,37,50,46,65,72,CB,1
Franco Baldassarra,67,58,63,64,60,64,CAM,0
Tomáš Hájek,49,27,48,40,67,65,CB,1
Darwin Torres,65,29,48,46,66,64,CB,1
Paul Nebel,73,57,60,74,29,49,CAM,0
Kenny Prince Redondo,85,60,56,67,45,58,LW,4
Abiel Osorio,59,65,45,59,28,74,ST,6
Frank Tsadjout,74,64,50,64,30,74,ST,6
Marcin Listkowski,77,58,62,69,49,65,CAM,0
Baba Alhassan,81,64,58,64,59,83,ST,6
Lukas Kunze,68,62,59,62,59,73,CM,2
Tomislav Glumac,45,34,57,44,68,67,CB,1
Adrian Bălan,54,66,47,61,38,74,ST,6
Clayton Fernandes Silva,67,68,59,64,23,62,ST,6
Ousmane Camara,40,47,56,57,64,74,CB,1
Florian Stritzel,69,61,40,65,34,69,GK,3
Tom Vandenberghe,63,64,59,65,29,66,GK,3
Ethan Galbraith,72,56,63,68,60,57,CAM,0
Christian Gentner,34,64,64,62,66,70,CM,2
Johny Placide,62,63,61,66,54,65,GK,3
Spencer Richey,64,62,74,66,47,62,GK,3
Elliot Lee,67,63,63,66,57,65,CAM,0
Ewan Henderson,65,61,67,66,55,53,CAM,0
Ben Garrity,80,61,61,63,62,74,CM,2
Miguel Ángel Cornejo,65,64,59,66,61,54,CAM,0
Petrișor Petrescu,78,63,62,65,50,55,RW,5
Joan Cruz,70,57,62,66,23,41,CAM,0
Mohammed Diomande,75,53,63,70,59,70,CAM,0
Pierre Lemonnier,57,28,41,50,65,75,CB,1
Souleymane Diarra,67,54,62,67,59,71,CAM,0
Cristian Flores,70,63,64,63,57,65,GK,3
Koen Van Langendonck,63,63,64,62,27,69,GK,3
Andersson Ordóñez,65,35,40,51,63,73,CB,1
Gabriel Valverde,59,27,51,58,66,70,CB,1
José Edgar Andrade da Costa,66,64,68,69,46,68,CAM,0
Patrick Hoban,58,65,57,60,39,76,ST,6
Thomas Mikkelsen,63,64,67,66,32,67,GK,3
Paul Gladon,57,66,55,58,27,67,ST,6
Anssi Suhonen,62,57,60,72,36,51,CAM,0
Roman Celentano,65,61,63,65,21,67,GK,3
Conor McCarthy,59,28,49,52,66,76,CB,1
Hyun Gyu Oh,74,62,51,63,28,75,ST,6
Leandro Sanca,75,58,59,67,30,48,CAM,0
Rubén Darío Ríos,69,60,64,63,60,61,CM,2
Pedro Luís Machado Ganchas,53,32,35,38,66,71,CB,1
Carlos Ortíz,65,65,67,63,31,65,GK,3
Marko Lazetić,67,66,54,66,34,63,ST,6
Carlos Duarte,54,66,51,67,19,55,ST,6
Ángelo Henríquez,71,65,59,65,29,59,ST,6
Julen Lobete Cienfuegos,69,64,52,66,23,55,ST,6
Atakan Çankaya,63,45,56,56,63,72,CB,1
James Norwood,68,64,55,62,39,71,ST,6
Mateusz Cichocki,57,30,47,47,65,68,CB,1
Francesco Cassata,45,50,66,67,54,59,CM,2
Joe Mattock,62,45,60,61,65,65,CB,1
Víctor Bazán,58,66,50,61,23,62,ST,6
Ante Roguljić,72,62,63,65,34,49,CAM,0
Mattie Pollock,54,23,42,45,64,77,CB,1
Marvin Loría,79,63,61,68,43,57,CAM,0
João Henrique Oliveira Veras,69,63,48,69,35,71,ST,6
Lukáš Hroššo,65,64,61,65,17,65,GK,3
Christophe Vincent,66,50,65,66,57,64,CM,2
Dane Scarlett,80,63,51,65,21,61,ST,6
Finn Azaz,71,60,63,68,57,67,CAM,0
Anders Konradsen,59,64,63,62,64,76,CM,2
Aldair Fuentes,60,45,52,56,63,75,CB,1
Ardon Jashari,66,61,64,67,63,66,CAM,0
Younès Kaabouni,67,52,63,67,57,73,CM,2
Jason Steele,63,65,67,64,35,66,GK,3
Magnus Warming,83,58,55,70,33,48,LW,4
Muhammed Mert,68,56,68,70,48,47,CAM,0
Wolke Janssens,68,63,55,63,66,62,CB,1
Efrain Alvarez,67,61,64,70,28,43,CAM,0
Fynn Lakenmacher,72,64,49,61,25,74,ST,6
Iron Gomis,71,54,64,68,56,66,CAM,0
Andreas Eines Hopmark,34,44,54,54,64,75,CB,1
Johan Osorio,58,41,54,49,65,67,CB,1
Tobias Anselm,77,63,60,64,41,61,ST,6
Aaron McEneff,70,60,64,67,59,67,CAM,0
Joe Gauci,67,64,59,69,30,60,GK,3
Alexandro Marco Craninx Joostens,65,63,62,66,36,64,GK,3
Aron Elís Þrándarson,68,58,62,67,61,74,CAM,0
Joris Chougrani,72,28,53,57,64,73,CB,1
Durel Avounou,70,60,61,67,59,69,ST,6
Haris Radetinac,56,59,66,65,55,66,CAM,0
Josep Gayà Martínez,51,32,49,48,65,72,CB,1
Jong Eun Lim,57,38,50,55,65,70,CB,1
Connor Krempicki,64,64,62,66,59,68,CM,2
Dylan Mbayo,83,61,56,72,29,44,CAM,0
Ionuț Stoica,42,23,37,37,62,80,CB,1
Maurides Roque Junior,50,67,53,63,30,76,ST,6
Diego Hoyos,66,62,63,64,61,60,CM,2
Fabian Tait,71,55,64,62,50,69,CM,2
Firas Al Birekan,71,62,45,63,23,64,ST,6
Paulo Lima,67,33,43,46,63,69,CB,1
Mauro Guevgeozián,43,66,43,61,26,63,ST,6
Joni Kauko,60,62,60,64,62,81,CB,1
Tim Payne,69,56,59,56,62,79,CB,1
Chris Maguire,67,67,64,68,40,66,CAM,0
Hussain Al Moqahwi,60,61,66,68,55,64,CAM,0
Ely Ernesto Lopes Fernandes,80,63,62,64,40,62,RW,5
Christoph Greger,54,28,37,40,64,74,CB,1
Daniel Arzani,78,59,60,68,31,39,CAM,0
Israel Puerto Pineda,57,31,50,49,64,70,CB,1
Fabio Rojas,55,23,43,41,67,61,CB,1
Marcelo Ortíz,65,25,53,57,63,70,CB,1
Alberto Pomini,60,64,62,62,40,69,GK,3
Bambo Diaby,72,25,55,62,59,70,CB,1
Eoin Doyle,62,65,58,63,28,71,ST,6
Adam Nemec,38,66,47,61,30,70,ST,6
Sébastien Bruzzese,63,63,65,63,32,70,GK,3
Conor Hazard,64,65,64,66,24,66,GK,3
Alexis Tibidi,77,61,55,67,24,55,ST,6
Nicolás Valentini,66,32,45,57,67,66,CB,1
Christopher Olivares,71,66,52,69,34,66,ST,6
Jasin Assehnoun,71,60,60,70,35,65,CAM,0
Bakary Nimaga,68,45,57,62,63,76,CB,1
Dom Telford,83,66,49,68,25,63,ST,6
Stefan Mihajlovic,66,67,41,57,22,71,ST,6
Daniel Villahermosa,65,60,65,69,59,59,CAM,0
Hai Yu,69,57,64,65,63,68,CB,1
Julio Martínez Cortés,75,65,54,65,19,55,ST,6
Mohammed Salem,42,36,45,47,64,80,CB,1
Leonardo Capezzi,38,59,65,64,59,59,CM,2
Luc Ihorst,81,62,50,59,29,72,ST,6
Mikkel Maigaard,62,60,65,65,54,66,CAM,0
Nicolò Cambiaghi,71,60,58,68,33,56,CAM,0
Conor Shaughnessy,55,51,58,59,63,74,CB,1
Scott High,73,58,66,65,59,67,CAM,0
Alexandre da Costa Silva,72,60,58,71,27,57,CAM,0
Héctor Espínola,63,63,60,70,27,65,GK,3
Valentino Müller,70,51,63,66,59,64,CM,2
Nils Fröling,71,69,56,68,37,78,ST,6
Tanner Beason,61,25,42,56,66,70,CB,1
Burak Öksüz,60,36,48,46,67,69,CB,1
Si Woo Song,82,65,59,64,36,58,LW,4
Gabriel Torje,69,65,66,66,31,52,RW,5
Izuchukwu Anthony,83,27,46,58,63,71,CB,1
Patricio Matricardi,51,33,40,40,63,76,CB,1
Jamie McCart,66,30,44,60,64,74,CB,1
Leon Bergsma,65,34,54,57,65,67,CB,1
Kristoffer Klaesson,64,60,63,69,34,64,GK,3
Jake Beesley,70,63,48,60,44,70,ST,6
Victor Torp,68,60,65,69,53,57,CAM,0
Nemanja Mijušković,45,29,46,41,65,75,CB,1
Samuel Jumpe Soares,65,60,70,69,59,61,GK,3
Ruben Herráiz Alcaraz,64,65,59,67,23,59,CAM,0
Dominique Guidi,64,36,50,50,64,77,CB,1
Juan Camilo Becerra,68,63,54,62,33,72,ST,6
Jay Emmanuel-Thomas,60,64,62,64,35,68,ST,6
Mitchel Paulissen,71,61,66,64,42,68,CAM,0
Meshaal Barsham,65,60,54,69,53,65,GK,3
Craig MacGillivray,65,64,66,66,51,64,GK,3
Ahmed Alaaeldin,81,61,46,65,25,60,ST,6
Ricardo Schuck Friedrich,66,61,62,66,31,64,GK,3
Jonathan Medina,65,63,65,63,28,65,GK,3
Michell Ramos,69,67,44,65,19,53,ST,6
Milos Raičković,60,60,64,63,51,69,CM,2
Ricardo Manuel Vieira da Silva,65,63,56,69,40,64,GK,3
Adam May,73,62,61,64,59,68,CAM,0
Þórir Jóhann Helgason,62,61,63,64,48,64,CAM,0
Antony Iannarilli,66,67,68,63,44,61,GK,3
Sergiu Buș,63,65,58,61,43,71,ST,6
Tobias Bech,80,62,58,67,34,66,CAM,0
Luke Jephcott,77,65,54,65,29,69,ST,6
Eiran Cashin,60,33,49,53,66,64,CB,1
Angus Thurgate,68,56,61,65,59,67,CAM,0
Emmanuel Latte Lath,76,63,57,67,36,55,ST,6
Dennis Borkowski,71,64,46,66,29,61,ST,6
Robert Murić,75,61,61,75,28,55,CAM,0
Jiovany Ramos,61,31,53,48,66,69,CB,1
Jack Payne,73,62,62,70,51,47,CAM,0
Liam Roberts,65,62,62,66,46,64,GK,3
Juan Pablo Pignani,60,37,55,62,65,67,CB,1
Joseph Espinoza,65,44,60,63,61,62,CM,2
Ameen Al-Dakhil,68,27,49,55,62,71,CB,1
Santiago Herrera,68,69,54,68,36,56,ST,6
Okan Aydın,75,62,62,67,39,43,CAM,0
David Jablonský,65,36,45,48,65,66,CB,1
William Velasco,67,62,63,66,59,62,CAM,0
Tom Aldred,62,30,39,41,61,90,CB,1
Maximilian Thiel,72,66,62,66,31,62,LW,4
Johan Arath Gómez,81,63,51,70,38,64,CAM,0
Kader N'Chobi,89,65,48,67,21,54,ST,6
Abdullah Yiğiter,65,66,63,67,20,64,GK,3
Abderrahman Rebbach,64,69,59,69,36,60,ST,6
Saúl Guarirapa,70,65,62,64,20,55,ST,6
Miguel Ferreira de Sousa,64,56,66,68,41,49,CAM,0
Bartosz Śpiączka,78,64,53,61,36,72,ST,6
Min Hyeok Kim,71,27,33,44,66,71,CB,1
Tito Rojas,65,62,65,61,49,68,GK,3
Lautaro Ríos,63,51,61,64,62,58,CM,2
Tayyip Sanuç,59,36,45,53,65,70,CB,1
Franklin Carabalí,76,38,51,58,62,73,CB,1
Jordi Escobar Fernández,59,68,51,61,18,57,ST,6
Daniel Jebbison,83,63,50,63,30,71,ST,6
Pablo Bobadilla Sáenz,61,36,48,48,65,69,CB,1
Danylo Sikan,76,65,49,65,26,57,ST,6
Danny Mandroiu,66,63,64,67,51,62,CAM,0
Richard van der Venne,67,61,63,65,46,71,CAM,0
Teal Bunbury,71,65,59,62,41,73,ST,6
Jonatan Tollås Nation,47,33,49,49,64,72,CB,1
Antonio Jonjić,77,62,56,69,31,61,CAM,0
Orlando Barreto,51,51,55,59,64,67,CB,1
Ethan Erhahon,73,59,63,66,60,66,CAM,0
